review,assessment
"Если дети постоянно шумят,бегают по комнатам,сбивая малышей с ног. Просто купи им Уно и они 1 час спокойно посидят и весело проиграют. Игра для деток школьников., ",1
"Есть слова и изображения не подходящие друг к другу, ребёнок не умеющий читать не понимал что описывать и какие вопросы задавать. Например, магазин и рисунок к нему пакет с покупками, это разные вещи, ",1
"Ещё в старой упаковке, но уже от СпинМастер с новым логотипом. До такого был без маркировки СпинМастер в другой коробке и другим лого (кубик в центре, а не просто надпись Рубикс) с подставкой уже без наклеек - в остальном крутится и выглядит так же как он. А вот до того ещё был вариант с наклейками - очень не очень для лицензионного кубика - и скрипел и наклейки загибались. У этого же артикул 6062938 - подставка треугольная пластиковая есть в комплекте. В новых коробках от СпинМастер, где кубик плотно облегает пластиком по граням - новый вариант от СпинМастер... вроде завод сменился или просто переработали механизм и дизайн - внутри есть скошенные кубики, а сами тайлы цветные чуть меньше размером т.е. черного пластика вокруг больше. Ну и нет подставки - внизу в картоне просто пусто. Так что кому нужен более классический кубик с подставкой, то берите именно 6062938 пока имеется везде в продаже пусть он чуть и дороже - скоро не будет., ",1
"Брали из этой серии «животные», «фрукты» и ждём ещё буквы, но набор «транспорт» это нечто! В наборе 7 кораблей, если первые 3 это пароходы, то остальные парусники, 2 самосвала, 2 подлодки, 2 трактора, 2 автобуса, 5 машин, 3 паровоза, причём 2 из них зелёных!2 самолета и причём все разноцветные, можно было бы назвать к примеру «желтый самолёт», но нет же нет такого варианта, есть только «желтый с красными крыльями» либо «зелёный с красными крыльями», причём крылья больше самого самолета, а у машин ещё веселее все… данный набор вообще не продуман для детского лото, ну неужели производитель больше транспорта не знает?? Жаль нельзя прикрепить фото.., ",0
"Еще не играли, купила на подарок человеку, который очень любит собак, ",1
"Жёсткий, ",1
"Животные реалистичные , очень большая настольная игра. Карточки с ламинарией , можно играть компанией. Порадовала оборотная сторона , на ней ещё больше игр! Будем брать на подарки в Новый год, ",1
"За 1700 купила , это очень дорого для такой игры. У нас целый шкаф настолок, в том числе подобных развлекательных. Почему- то я думала,  что страусы подвижные, поочереди выскакивают, и тогда нужно по ним бить! Ну нет , они все на одном уровне стоят , только свет загорается то на одном, то на другом. Вообщем , ерунда полная. Очень примитивно, недоработано. На 15 минут повелелиться  для компании детей на празднике. Красная цена рублей 700. Только за бренд деньги., ",1
"За 50 р достойная игра, ",1
"Ужасное качество как игрового поля. Поверхнось не ровная, плюс ситуацию усугубляют большие перепады между дорожками для хоккеистов. Иными словами, шайба не способна пересечь игровое поле. Ударяется о край дорожки и летит в другом направлении или останавливается. Сами рычаги управления так же оставляют желать лучшего. Два клинят, один прокручивается. Заказывал в интернет магазине. Пришла в потрёпанной коробке, заклееной скотчем. Завтра буду делать возврат., ",0
"Упаковка хрупкая,не прочная! Карточки сделаны из тонкого картона! Конечно судя по цене,можно было этого ожидать,но по той же цене можно купить пластиковые карточки в более надёжной упаковке!, ",0
"За 650 брали но не понравилось что фанаты только на 12 деталях, я думала на всех. И 1 брусочек испорчен, есть скол с занозами, ",1
"За 819₽ вообще супер. Пумба красивый из качественного пластика. Перед покупкой ни где не могла найти правила, напишу тут вкратце. Игроки берут по одной карточке, на которой нарисованы три жука. Пластиковых жуков кладем в кучку, игроки выбирают любого жука, переворачивают, смотрят цифру, кладут в рот кабанчику и нажимают на хвост столько раз, сколько было написано на жуке. В какой-то момент кабан выплевывает всех жуков, которых успел съесть (это не вся кучка), а игроки хватают тех жуков, которые соотвествуют жукам на их карточке. Выигрывает тот, кто первый соберет всех трех жуков на своей карточке., ",1
"За данную стоимость просто отличная игра, ",1
"За такую цену - огоньпожар, ",1
"За такую цену пойдёт. Купила отдельно кейс и получилось отлично, ",1
"Забавная игра, играли компанией от 11 до 55 лет. Было весело всем, ",1
"Забавная обезьянка, игра интересная. Дети 3 и 5 играют вместе., ",1
"Забавно., ",1
"Задумка неплохая, но исполнение хромает. , ",1
"Задумка у игрушки хорошая. Дочери 3.5, игрушка заинтересовала, задания понятные, интересные, но само исполнение игрушки не очень. Отверстия не совпадают, из за этого не всегда горит лампочка при правильном ответе, приходится в этот момент помогать ребёнку, и выглядит это все как то хлюпенько., ",1
"Задумка хорошая, исполнение - не очень. Очень тонкий (местами почти прозрачный) мягкий пластик, из-за чего изделие приехало изрядно помятым. На мундштуке острый облой - ребенок может поранить рот. Шарик из пенопласта. Рублей за 10 можно взять и ""доработать напильником""., ",1
"Задумка хорошая. Детям понравилось, стараются выполнять задания и получить балы. Но доска очень маленькая (при заказе размеры не посмотрели) две звезды в одну клетку не помещаются (как показано на рисунке), то есть двоим детям по звезде, за выполненное задание, не поставишь, хотя планшет предназначен для двоих детей., ",1
"Заинтересовала ребенка и не только его, ",1
"Заказывала товар ребёнку на день рождения. Хотели не простой и качественный деревянный набор. Я опишу подробно, а вы решите стоит ли он этих денег. Шахматные фигуры деревянные, но очень маленькие. Шашки пластик. Сама доска обклеена бумагой, поэтому не понятно на сколько этот рельно дерево, а не фанера сложно судить. На поле видно, что при облейке туда попадала пыль и за счет этого мелкие бугорки образовались. Края доски уже стёрты в новом. Не могут такого качества шахматы стоить 2600",0
"Заказываю данный набор во второй раз, первый опыт через маркетплейс был неудачный. Рейтинг игрушки оцениваю выше так как она того стоит хотя бы потому что теперь она пришла в полном комплекте, плюс отличная шлифовка, качество на вид и ощупь отменное. Но, производитель, я разгадала вашу проблему и уверена она не на стороне службы доставки. Так же отмечу, что рейтинг игрушки не может формироваться только из параметров ее качества. Это и упаковка, и доставка, и сервис., ",1
"Залипаем всей семьей), ",1
"Замечательная и очень полезная игрушка., ",1
"Замечательная игра! Вообще, у Звезды очень много  хороших и качественно сделанных игр. Эта нам нравится особенно. С одной стороны, она действительно интересная, в ней нужно думать, с другой - не очень сложные правила. Мы играем всей семьей, и интересно и взрослым и детям. Дочка начала с нами играть с 6 лет. В отличие от ""Путешествия к центру земли"", которая посложнее, в правилах этой игры она разобралась достаточно быстро.  Теперь часто покупаем эту игру  подружкам 6-8 лет в подарок на день рождения. Не смотрите на возрастное ограничение на коробке 10 +, если ребенок играет в настольные игры, то с 6,5 - 7 лет ее вполне можно рекомендовать. Время игры на 4-х человек - где-то час., ",1
"Замечательная игра! Ребенку очень понравилась! Качественная,интересная. Спасибо продавцу! Рекомендую к покупке., ",1
"Замечательная красовчная игрушка. Ребёнок 1,1 очень оценил, играет, вытаскивает червяков и опускает в лунки. Единственное, как то быстро отколупалась краска,на качество игры никак не влияет. Однозначно, рекомендую. , ",1
"Игра качественная. Но есть много минусов!, ",0
"Замечательная ручка! Делаем теперь по книге трафареты каждый день что-то новенькое))) и ребёнку интересно, и взрослым. , ",1
"Игра по задумке должна быть классная, если бы все работало так как нужно. НО!!! Осьминог быстро крутится первые 30 секунд работы батареек(новых), хорошо реагирует на прикосновения,   а через 5-10 минут вообще еле еле поворачивается и хоть за щупальца хватай-не реагирует  ( покупали уже 3 вида хороших дорогих батареек-история повторяется ) В общем игру не рекомендую , пустая трата денег, теперь стоит пылится и рука выкинуть не поднимается ., ",0
"Это конечно ужас. Не тратьте деньги на ветер. Во всей колоде 15 вопросов и всё остальное повторы. Думаю такое количество вопросов не стоит этих денег и игра очень быстро закончилась....одно разочарование. Зато стопки одинаковых вопросов даже не знаю по сколько штук(фото прилагаю).... стыдно должно быть производителю!!!!!!!, ",0
"замечательный набор, не пронумерованы клетки, ",1
"Замки короля Людвига. Красивая, компоненты все в органайзерах - удобно и практично. Достаточно спокойная игра, не особо конфликтная. Есть механика торгов, но она не особо критично влияет на процесс игры. Можно изменить планы. Вот из-за разных вариантов для набора победных очков мне нравится игра. Достаточно простая, понятная. Больше подойдёт взрослым из-за вдумчивости, просчёта, планирования - это про осознанность. Можно и с детьми, но смысла нет. Дети в большинстве случаев всё же уступают в мыслительных процессах взрослым. Это игра не на реакцию и не для веселья. Это про процесс. Покупка, размещение, следование цели, возможно создание помех соперникам... Очень приятно совершать действия ""комбо"" - сделал, получил возможность ещё что-то классное сделать. Жаль, что не часто играем. На эту игру нужно выделить время- часа три. И большой стол. Дополнения пока не рассматриваем, т.к в базу не наигрались.",1
"Занимательная игра) ребенку понравилась., ",1
"занимательная игрушка, ",1
"Занимательный конструктор,иной раз сама сажусь составляю эти камушки.Камни из пластика,разные размеры,в количестве 9 штук,яркие цвета.И классно что есть коробка,поиграл-убрал,ничего не валяется. , ",1
"Заставляет думать над картиками, развивает пространственное восприятие и перспективу. Играли детки 10, 5 и 43 лет., ",1
"Интересно, но сделано на три. Неудобно открывать календарь, рвется сразу вся упаковка, ",0
"Затягивает. Фанатам Марио зайдёт, ",1
"Захлопывается не сильно, скорее слегка закрывается. У ребёнка 5 лет больше впечатлений от закрытия руки, чем от игры. Но разобраться в сути можно и в 5 лет. Главное игр не глупая. Нужно считать карты, подбирать по цвету. На мой взгляд умнее чем «не разбуди бабулю», ",1
"Зашло на ""ура""! Пригодилось даже для первого класса: по математике были геометрические  задания. Советую брать!, ",1
"Здорово! , ",1
"Здравствуйте, пирамидка пришла в целом состоянии, хорошо крутится я доволен спасибо большое! Рекомендую! , ",1
"Здравствуйте. Общие впечатления самые положительные, игра из детства, только у нас был морской бой. Покупали сыну 4 года, но для него сложно. На упаковке написано от 7 лет, оно и верно. Надеюсь позже будет заинтересован. Но вот взрослые играли с удовольствием. Одно но, крышка от чемоданчика, если заденешь, то падает, соответственно фишки тоже, что неудобно для ребёнка. Поэтому минус одна звезда., ",1
"Игр для большой компании мало, что обычно. Так как заказывали её для того, чтобы играли 8-9 человек. Пришло вообще без инструкции, пришлось искать её в интернете.",0
"Игра безумно интересная! Играли в неё 2 дня. Некоторые загадки ну ооочень сложные даже для взрослых, но на сайте игры можно получить подсказки и ответы.  За 2 игры не открыли всё карточки и локации, с радостью сыграем ещё.  Качество на высшем уровне, открываешь коробку и сразу погружаешься в атмосферу игры. , ",1
"Игра была доставлена в дополнительной коробке. За счет этого в идеальном состоянии. Очень качественные и яркие компоненты. Заказала для взрослых, играем вечерами, возраст 35+. Не напрягает даже после трудного рабочего дня. Для детей игра также будет интересна и очень полезна. Развивает мышление несмотря на наличие кубика в игре (который придает некую случайность). Игра на любой возраст. Недолгие партии позволяют сыграть несколько раз за вечер и выиграть нескольким игрокам. Благодарность производителю за качественную и интересную игру и магазину за скидки. Рекомендую детям и взрослым.",1
"Игра быстро захватывает и заставляет продумывать стратегию боя. Хотя первые матчи, пока ничего не знаешь о способностя героев, прошли хаотично, из рязряда ""вот ты неплох - иди бей их"". Однако после, зная у кого какие способности, началось простраивание буквально всех волн",1
"Игра в мини-формате. 
Можно начинать играть с 3.6 лет вполне, придумав самим простейшие варианты заданий, используя несколько машин(например). 
Либо начиная с уровня новичок. 
Начиная от простого - к сложному. 
Главное показывать ребёнку, что машинки нужно двигать вперёд-назад, а не вытаскивать 🙂😃
Игра прекрасная, дайте папам, им понравится. 

, ",1
"Игра веселая, лёгкая, для компании, не надо долго запоминать правила. Понравилась. Исполнение хорошее., ",1
"игра вообще неинтересная, задания странные так её хотела, но она разочаровала не советуем",0
"Игра выглядит интересно, но качество компонентов оставляет желать лучшего. Картонки быстро износились, а фишки легко ломаются. Не стоит своих денег",0
"Игра детям очень понравилась, не сложная, но требует внимательности, тренирует умение определять где более или меньше число, продумывать свой дальнейший ход. 7 и 11 лет очень даже 👍, ",1
"Игра длится минут 15-20, никакого азарта. Заканчивается, когда выкупаются все участки. Достоинства - Терминал считает, подойдёт для детей 6-10 лет. Недостатки - Очень быстрая и неинтересная игра",0
"Игра для тех, кто любит логические задачки. Очень понравилось, ребенок 10 лет - может сидеть несколько часов, играя в нее, а не в телефон., ",1
"Игра достойная, цена хорошая. Хорошо сделана, деревянные фигурки, приятны на ощупь. , ",1
"Игра заслуживает внимания, отдельно говорю спасибо за режим звука (есть музыкальный, а есть тихий режимы) 
Ребенку 1,6 понравилось, сами удочки не удобные, даже взрослому тяжеловато на них ловить. Пластик дешевый но рыбки хорошие, крепкие, но за такую цену, я супер пупер качества и не ждала. 
В целом, я довольна , ребенок тоже. Задумка интересная, если вы не знаете что заказать, то эта игра вам понравится. Столик по размерам маленький, но ребенку удобно., ",1
"Игра зашла на УРА!!! с первого раза (когда ещё и правила толком не запомнили). Интересно, весело, непредсказуемо для всех возрастов. Привлекательна игра и тем, что раунд не затягивается, что хорошо, когда в доме есть непоседы вроде моей дочи  - ещё и поэтому она с радостью играет. Отдельное спасибо за то, что пакетик не одноразовый, и в нем удобно хранить карты и кубик. Советую однозначно., ",1
"Игра из детства, ",1
"Игра из этой серии уже у нас была, так что брали понимая что она из себя представляет. Качество для данной цены устраивает. Играем с дочерью 4.6 года. Да, не на скорость, а просто на то кто больше карточек соберёт. Хорошая игра на внимательность., ",1
"Сама по себе игра скучная. Особой идеи в игре нет, логику, стратегию применять так же не надо. Своих денег не стоит. Купили на НГ, поиграли 1 раз, никто 2 раз играть не захотел. В своей линейке самая дорогая, но наверное самая бестолковая.Большая коробка,на дне которой лежит поле, 4 фломастера, 4 фигурки из картона и 4 картинки для обвода способностей. Полное разочарование ( вообще не советую к покупке... , ",0
"Игра интересная,  фигурки металлические маленькие, ",1
"Игра интересная, барабан из картона немного выпуклый, нужно придерживать рукой, чтоб стрелка крутилась, но думаю со временем выпрямится. Коробка в форме чемоданчика пришла мятая, вскрыта с двух сторон, продавец сказала, что проверяли магниты. Пришлось проверять игру, так как она вывалилась из коробки на прилавок. Не подаришь теперь!, ",1
"Игра интересная, на внимательность и реакцию. Карточки тонкие, сразу оклеила скотчем, чтобы дольше послужили, а кубики покрыла лаком, тк скорее всего быстро сотрется рисунок. За свою цену отлично. Очень нравится жестяная коробочка. , ",1
"Игра интересная, но всё крепится как кубики просто ставится друг на друга. Если ребёнок есть ещё маленький его придётся на время игр удалять из зоны игры. Любое движение и всё падает.  Детали качественные прекрасно обработаны. Лучше брать несколько наборов так можно делать разные варианты. Из одного скоро наскучивает.  Нужна ровная не шатающаяся поверхность,  шариков достаточно, чтоб и по терять и осталось.  Больше интересно папам и мама строить, а детям шарики бросать  для семейного единения отличная игра. Только папа расстраивается, что всё падает всё время))) предложил сразу посадить на клей момент. , ",1
"Игра интересная, но поиграть в неё в одной компании можно только один раз. Потом уже знаешь ответы. , ",0
"Игра интересная, ребенку 5 лет нравиться. Задания выполняет с удовольствием, ",1
"Ужас. Мало того, что они оказались все одного цвета-синего, (упакованы ьыли в инд.черный пакет каждая-пока не вскрыли на НГ-не увидели(((),хотя заявлены 4 разных, но это не самое плохое. Хуже всего то, что это никак ни 3d ручки.... какая-то жидкая субстанция выдавливается еле-еле, которую надо светом отвердить.... Покупала на подарок сыну на НГ.... разочарованию общему нашему нет предела(((. Покупала по скидке за почти 800р... не стоят и 200р., ",0
"Игра интересная, ребенку почти три года и ей очень нравиться играть в неё., ",1
"Игра интересная, ребенок 6лет играет с удовольствием. , ",1
"Игра интересная, со старшим сыном играем разные варианты по инструкции (6лет). Даже бабушка разобралась ? младшему (2) нравится просто выкладывать дорогу. Плотный картон, игра прослужит долго! Рекомендую ?, ",1
"Игра интересная,весёлая.Играли и дети и взрослые.Карточек много,качество  хорошее., ",1
"Идея отличная. Что-то подобное было и в моем детстве. Единственное качество какое-то одноразовое.хлипкая конструкция. А так очень интересно... Сломалась моментально, ",0
"Игра интересная. Правила простые. Игровое время - примерно 30 минут. Из минусов - мой 5-летний ребёнок очень испугался главного зомби-босса. Хотя мультики про зомби он смотрел до этого спокойно. Пришлось эту игровую карточку уничтожить., ",1
"Игра интересная. Развивает внимательность и быстроту реакции. Внутри книжечка с правилами. Возможно 5 вариантов игры, но вдвоём можно играть только в 3 варианта. Игра понравилась и мне и сыну 9 лет., ",1
"Игра классная ,цифры из плотного картона и доска магнитная тоже хорошая ,ребенку очень нравится и заодно учиться арифметике., ",1
"Игра клёвая. Причем подходит и на возраст 2 лет, так и 7 летним. Помимо предложенных стандартных вариантов в инструкции, мы используем как развивашку: 1. ""Кто лишний""(выкладываю, например, карточки 4 животных и 1 птицы). 2. ""Разложи по цветам"". 3. Составь рассказ по предложенным карточкам....вообщем, придумываем каждый раз новый способ игры., ",1
"Игра красная шапочка и серый волк отлично подошла для 4х летнего ребенка. Качественный пластик. Красиво проработанные прорисованные фигурки. Развивает логическое мышление, усидчивость, отлично для знакомства с построением лабиринтов. По уене вполне хорошо вышло с бонусами и промокодом. Сын играет ежедневно минут по 15-20. Упакована хорошо, качественная коробка. Доставку привезли вовремя.",1
"Игра на внимание и логику, так как учит продумывать ходы. Купили игру 5-летним племянницам, но и нас взрослых увлекла. Игра будет интересна и для детей более старшего возраста. Удобные для детской руки небольшие квадратные карточки. Яркие, не тонкие. Изображение персонажей как в мультике. Если ребёнок ещё и фанат ""Холодного сердца"", то будет в большом в восторге. Купили со скидкой за 275 руб., ",1
"Игра на один раз, ",1
"Игра на один раз. Карточки похожи между собой и все подходят. Нужно определить какая именно карта должна быть на этом месте в конкретной истории. Собрав одну историю, собрать как развивались события в других. Большой компанией неинтересно, т.к. нужно очень вникать. Игра на двоих или даже одного. Младшим школьникам сложно, а старшим уже неинтересно., ",1
"Игра на раз, потом уже ге интересно,и не хочется каждый раз как она взорвется ее собирать,бомбочка ну ооочень быстро тикает🥲, ",1
"Игра нам очень понравилась, дети играли в нее у друзей ). Теперь мы хотим приобрести и себе такую=)! размеры вполне нормик ... ЖДЕМ ПОСТУПЛЕНИЯ И ПРИЕМЛЕМОЙ ЦЕНЫ. СКИДОК И АКЦИЙ :) !, ",1
"Игра не зря занимает ТОП 1 на BBG — по соотношению цена/количество контента это правда лучшая игра. Единственный минус — найти людей, готовых стабильно играть на протяжении долгого периода. Но это же не проблема игры)",1
"Игра не очень,карточки не держатся,картон волнами весь.Лучше пазлы купить., ",0
"Расстройство за потраченные деньги в пустую( вот и все впечатления. Не рукомендую. Даже как ограничение 5+ ребёнку будет неинтересно. Описания нет на сайте полного и понятного. Картон хлипкий, тонкий. Магнит так это вообще смех! Хотя, стоит отдать должное, сами рисунки красивые и яркие. Но, не тратьте деньги!!! Красная цена 50 р, ",0
"Игра небольшая по габаритам. Поле, куда вставляется буква, с бортиками. То есть, буква не съедет. Очень удобная, правила описаны в доступном  формате, ",1
"Ерунда полная! Половина больших бакуганов не трансформируется, карточки не совпадают с героями, маленькие только руками надо раскрывать, внутри на фото они лежат в плотном мягком наполнителе, а на самом деле в тонюсеньком пластике, который рассыпается на маленькие кусочки. Подарили ребёнку, он обрадовался когда увидел, но когда открыли пришло разочарование. Не рекомендую. , ",0
"Игра нравиться ребенку, играл в нее впервые в детском лагере, потом купили ему в персоональное пользование..., ",1
"Игра огонь даже для взрослого. 
Питание переделал вместо 8 батареек на БР 12V DC 200mA. При замере мультиметром реальный ток 300mA. Внутри вентилятор 12v 120mA и 12 светодиодов.
Разъем ответный закреплён на 2 стяжках на торце панели. Держится крепко. Отверстие просверлено в пластике подходящим сверло. Работает. Проверено.
Рекомендую БП 12В 1А с запасом по току., ",1
"Игра одно разочарование, ",1
"Игра одноразовая или сюжет может быть разным?, ",1
"Игра оправдала ожидания, хорошие задания от простого к сложному, ребёнок 5 лет занимается, ",1
"Игра отлична, но качество карточек оставялет желать  лучшего. У нас есть 4 комплекта хтих игр (морские обитатели, в мире животных, зимняя и достопримечательности). И эти карточки единственные,  которые не ламинированы😒, ",1
"Игра отличная, а вот коробочку хотелось бы получше, или картон потолще или железную., ",1
"Игра отличная, всей семьёй играем)))Качество хорошее!Только маленькие монетки дополнительные лучше были бы пластиковые и по толще, чем картонные.... А в остальном всё отлично), ",1
"Игра отличная, играем всей семьёй. Детали крепкие, советую к покупке, ",1
"Игра отличная, качество шикарное, писали отзыв что  игра на пару минут. Если придумывать свои услович в игре то можно играть вечно.  Нам 11 месяцев, повесила игрушку на закрытую дверь. Вечно бегает снимает и несет мне, благодаря этой игре научились делиться с мамой. Всем советую, кто занимается с ребенком, просто так дать ребенку и чтобв сам играл это не интересно., ",1
"Игра отличная, но из минусов домики которые нужно собирать, они постоянно разваливаются, домики было бы идеально еслиб фигурки были пластиковые. В целом игра очень классная. , ",1
"Игра отличная. Что для ребёнка так же и для взрослого. У нас папочка залип вместе с сыном 👍🏻😄, ",1
"Игра отличнейшая.жаль,что дополнения перестали выпускать,но есть расширенные версии ,которые, при желании, можно соединить с этой и будет ещё увлекательнее. Ребенок 6 лет играет с огромным энтузиазмом каждый день., ",1
"неровные пазлы, не держатся совсем друг за друга, ",0
"Игра отлично упакована,ничего не помялось. инструкция понятная. был всего один момент,который пришлось смотреть на ютубе. в одной коробке 6 игр - 3 на двоих и 3 на компанию. пробовали играть вдвоем, и на 6 человек. все понравилось. хорошая печать, карты не мнутся, есть памятки для ролей игроков.",1
"Игра очень интересная. Вся семья играет от 5 лет и до 70 лет))))))), ",1
"Игра очень интересная. Играли в 2-х разных возрастных компаниях ( от 18 до 22 лет и другая компания за 30+) Все были в восторге. Как появятся деньги, обязательно куплю дополнения",1
"Игра очень интересная. Расскажу сначала: у дочки есть достаточно много настольных игр (6 лет), играть любит,  и вся детвора, что приходит в гости, с удовольствием играют во все игры.  На Новый год набрала много подарков для доченьки и случайно увидела эту игру с хорошей скидкой. Мне стало любопытно. Посмотрела обзор на сайте Игротека, там лучше чем везде рассказывается об игре, а главное правила, которые достаточно интересны и оригинальны(я бы точно не разобралась с первого раза!но с обзором было не сложно). Дети в таком восторге, вы бы знали, и взрослые не менее заинтересованы. Конечно, первое время лучше играть большой компанией и с родителями на подмоге, но как дети до конца все усвоят, помощь им точно не будет нужна. Теперь хотим взрослую игру Клюедо и другие подобные игры., ",1
"Игра очень интересная. Расскажу сначала: у дочки есть достаточно много настольных игр (6 лет), играть любит, и вся детвора, что приходит в гости, с удовольствием играют во все игры. На Новый год набрала много подарков для доченьки и случайно увидела эту игру с хорошей скидкой. Мне стало любопытно. Посмотрела обзор на сайте Игротека, там лучше чем везде рассказывается об игре, а главное правила, которые достаточно интересны и оригинальны(я бы точно не разобралась с первого раза!но с обзором было не сложно). Дети в таком восторге, вы бы знали, и взрослые не менее заинтересованы. Конечно, первое время лучше играть большой компанией и с родителями на подмоге, но как дети до конца все усвоят, помощь им точно не будет нужна. Теперь хотим взрослую игру Клюедо и другие подобные игры. Достоинства - Увлекательная игра для всей семьи Недостатки - Нет",1
