review,assessment
"Игра красная шапочка и серый волк отлично подошла для 4х летнего ребенка. Качественный пластик. Красиво проработанные прорисованные фигурки. Развивает логическое мышление, усидчивость, отлично для знакомства с построением лабиринтов. По уене вполне хорошо вышло с бонусами и промокодом. Сын играет ежедневно минут по 15-20. Упакована хорошо, качественная коробка. Доставку привезли вовремя.",1
"Игра нам очень понравилась, дети играли в нее у друзей ). Теперь мы хотим приобрести и себе такую=)! размеры вполне нормик ... ЖДЕМ ПОСТУПЛЕНИЯ И ПРИЕМЛЕМОЙ ЦЕНЫ. СКИДОК И АКЦИЙ :) !, ",1
"Игра не зря занимает ТОП 1 на BBG — по соотношению цена/количество контента это правда лучшая игра. Единственный минус — найти людей, готовых стабильно играть на протяжении долгого периода. Но это же не проблема игры)",1
"Игра не очень,карточки не держатся,картон волнами весь.Лучше пазлы купить., ",0
"Игра не стоит этих денег, качество пластика плохое, бревна через одно треснули при сборке, бобер ругается на непонятном языке для ребёнка, смысл игры глупый, ничего он не развивает,бобер падает всегда, как только сталкиваешь зависимые бревна., ",0
"Игра огонь даже для взрослого. 
Питание переделал вместо 8 батареек на БР 12V DC 200mA. При замере мультиметром реальный ток 300mA. Внутри вентилятор 12v 120mA и 12 светодиодов.
Разъем ответный закреплён на 2 стяжках на торце панели. Держится крепко. Отверстие просверлено в пластике подходящим сверло. Работает. Проверено.
Рекомендую БП 12В 1А с запасом по току., ",1
"Игра одно разочарование, ",1
"Игра отличная. Что для ребёнка так же и для взрослого. У нас папочка залип вместе с сыном 👍🏻😄, ",1
"Игра отличнейшая.жаль,что дополнения перестали выпускать,но есть расширенные версии ,которые, при желании, можно соединить с этой и будет ещё увлекательнее. Ребенок 6 лет играет с огромным энтузиазмом каждый день., ",1
"Игра отлично упакована,ничего не помялось. инструкция понятная. был всего один момент,который пришлось смотреть на ютубе. в одной коробке 6 игр - 3 на двоих и 3 на компанию. пробовали играть вдвоем, и на 6 человек. все понравилось. хорошая печать, карты не мнутся, есть памятки для ролей игроков.",1
"Игра очень интересная. Играли в 2-х разных возрастных компаниях ( от 18 до 22 лет и другая компания за 30+) Все были в восторге. Как появятся деньги, обязательно куплю дополнения",1
"Игра очень интересная. Расскажу сначала: у дочки есть достаточно много настольных игр (6 лет), играть любит,  и вся детвора, что приходит в гости, с удовольствием играют во все игры.  На Новый год набрала много подарков для доченьки и случайно увидела эту игру с хорошей скидкой. Мне стало любопытно. Посмотрела обзор на сайте Игротека, там лучше чем везде рассказывается об игре, а главное правила, которые достаточно интересны и оригинальны(я бы точно не разобралась с первого раза!но с обзором было не сложно). Дети в таком восторге, вы бы знали, и взрослые не менее заинтересованы. Конечно, первое время лучше играть большой компанией и с родителями на подмоге, но как дети до конца все усвоят, помощь им точно не будет нужна. Теперь хотим взрослую игру Клюедо и другие подобные игры., ",1
"Игра очень интересная. Расскажу сначала: у дочки есть достаточно много настольных игр (6 лет), играть любит, и вся детвора, что приходит в гости, с удовольствием играют во все игры. На Новый год набрала много подарков для доченьки и случайно увидела эту игру с хорошей скидкой. Мне стало любопытно. Посмотрела обзор на сайте Игротека, там лучше чем везде рассказывается об игре, а главное правила, которые достаточно интересны и оригинальны(я бы точно не разобралась с первого раза!но с обзором было не сложно). Дети в таком восторге, вы бы знали, и взрослые не менее заинтересованы. Конечно, первое время лучше играть большой компанией и с родителями на подмоге, но как дети до конца все усвоят, помощь им точно не будет нужна. Теперь хотим взрослую игру Клюедо и другие подобные игры. Достоинства - Увлекательная игра для всей семьи Недостатки - Нет",1
"Игра очень классная,мини версия,удобно брать с собой в машину,чтоб занять ребенка,если куда-то далеко едем. И сами играем и на подарки брали,уже не раз. , ",1
"Игра очень понравилась, играем с детьми (одному 9 лет, другому 6). Игра командная, у всех общая цель - собрать артефакты и покинуть остров, пока его не затопило, поэтому никто не ссорится и не расстраивается. Очень хорошая игра для семьи., ",1
"Игра очень хорошая! Деревянное поле, которое приятно держать в руках. Картинки не наклеены, нет заноз, края ровные, всё яркое. Немного сложные правила, но дочь-школьница быстро разобралась и научила нас) Сама игра очень интересная, динамичная, нужно подумать, прежде чем сделать ход. В общем, однозначно реклмендую к покупке!, ",1
"Игра по задумке должна быть классная, если бы все работало так как нужно. НО!!! Осьминог быстро крутится первые 30 секунд работы батареек(новых), хорошо реагирует на прикосновения,   а через 5-10 минут вообще еле еле поворачивается и хоть за щупальца хватай-не реагирует  ( покупали уже 3 вида хороших дорогих батареек-история повторяется ) В общем игру не рекомендую , пустая трата денег, теперь стоит пылится и рука выкинуть не поднимается ., ",0
"Игра по задумке должна быть классная, если бы все работало так как нужно. НО!!! Осьминог быстро крутится первые 30 секунд работы батареек(новых), хорошо реагирует на прикосновения, а через 5-10 минут вообще еле еле поворачивается и хоть за щупальца хватай-не реагирует ( покупали уже 3 вида хороших дорогих батареек-история повторяется ) В общем игру не рекомендую , пустая трата денег, теперь стоит пылится и рука выкинуть не поднимается .",0
"Игра понравилась,поле большое, ",1
"Игра простая и веселая, особенно интересно играть большой компанией.Странно, что никто про нее ничего не написал ещё...Суть игры:Всю колоду поровну раздают на всех участников, лицевую сторону закрывают рубашкой от жолтой карты и понеслась.Первый игрок достаёт карту и говорит ассоциацию с картинкой, например на картинке плюшевый медведь - ""это мягкое""… и все начинают искать у себя в карточках тоже что то мягкое на картинках, но искать нужно не раскладывая перед собой картинки, а зажав всю стопку в одной руке, пальцем другой руки пролистывпть карточки.Кто быстрее скинет карты, тот победитель., ",1
"Игра просто бомба! 👍👍Дети пока ещё не доросли до неё поэтому играли взрослые, смеялись до слез 😂, ",1
"Игра разочаровала. Качество самих карточек удовлетворительно (тонкий картон), но вот сама игра! Несколько карточек заданий не имеют решений! Думал, раз производством занимается hobbygames, такого косяка быть не может, теперь буду аккуратнее относиться к играм этого бренда, ",0
"Игра свою цену оправдывает и даже дарит больше! Есть целых 5 режимов для игры, из них 3 режима для игры вдвоем и 2 режима для игры от 3 игроков и от 5 игроков. Мы играли с женой пока только в два режима и в целом довольны. Игра в освоении проста, разложить ее можно почти где угодно и даже взять в дорогу. Партии динамичные и недолгие (при игре вдвоем). Рекомендую!",1
"Игра топ, полностью стоит своих денег. С женой с огромным удовольствием играем. Приключение в стиле днд без лишних проверок, что скорее плюс, так как делает игру более динамичной. По качеству стоит в одном ряду с Оскверненным граалем и Ужасом аркхема 3 ред. хоть и разной стилистики игры (есть и то и то).",1
"Игра хорошая, интересная , качественная. Но нет всех карточек, то есть остальное по факту, смоирите на детали- собирайте!, ",1
"Игра хорошая, но то, что в ней нет правил, это мягко говоря неправда. Правил много и они меняются в динамике игры, приходится постоянно следить за этим и контролировать. Детям быстро стало скучно)",0
"Игра хорошая. Нам понравилась, дети играют с удовольствием. Единственное, что я бы поменяла, буквы и цифры на поле нужно как-то выделить, другим цветом, а то они синие на синем фоне, плохо видно, нужно приглядываться... , ",1
"Игра, в которой победить может даже злодей. Отличное карточное развлечение для компании Всем привет! Я просто фанатею от различных кариочных игр и сегодня героем моего отзыва станет игра, о которой я думаю слышали многие. Речь пойдёт о мафии от GaGa Games под названием ""Мафия. Город засыпает"". Игра находится в простой, но красиво оформленнгой картонной коробочке. Дизайн минималистичный, но довольно эстетичный. Красно-чёрное оформление смотрится круто. На лицевой стороне расположено только название и... Достоинства: Много персонажей. Яркие карточки. Простые правила. Для большой компании.",1
"Играем с первоклассником, ответы не все знает. Есть над чем работать ещё) Вопросы на разные темы, например: ""Сколько нужно отнять от 9, чтобы получилось 6?"", "" У белки-летяги есть крылья?"", ""Что изображено на гербе России?"", "" Как называются морские разбойники?"", ""Сколько всего цифр существует?"", "" При какой температуре закипает вода?"", ""Как назвать время 7:40 по-другому?"". Карточки вопросов разделены по уровням сложности и отличаются цветом, можно играть с более младшими детьми, убрав сложные вопросы. Достоинства Простые правила. Есть ответы для самопроверки. Недостатки Взрослым приходится поддаваться)",1
"Играем с первоклассником, ответы не все знает. Есть над чем работать ещё) Вопросы на разные темы, например: ""Сколько нужно отнять от 9, чтобы получилось 6?"", "" У белки-летяги есть крылья?"", ""Что изображено на гербе России?"", "" Как называются морские разбойники?"", ""Сколько всего цифр существует?"", "" При какой температуре закипает вода?"", ""Как назвать время 7:40 по-другому?"". Карточки вопросов разделены по уровням сложности и отличаются цветом, можно играть с более младшими детьми, убрав сложные вопросы., ",1
"Играли взрослыми. На наш вкус не самая интересная игра, не динамичная. Предпочитаем такие игры как монополия или элиас. Очень долго разбирались с правилами, инструкция написана сложновато.",0
"Играли все! Мы с мужем - 30+ и дети: 8 лет и 6(запоминала картинки,мы читали ей),очень понравилось! Конечно, взрываться не кому не понравилось)))) слезы были. Но очень весело и для весёлого вечера - рекомендую, ",1
"Играли с детьми от 7 до 12 лет. Понравилась и взрослым и детям. Правила сначала кажутся сложными, но в процессе игры быстро разбираешься. У нас очень много настолок, выбирали эту по отзывам и ге прогадали. Рекомендую!, ",1
"Играют дети 2,5 и 3,5 лет. Мы тоже с ними играем. На малейшие толчки и задевания, динозавр не срабатывает. Взрослые могут так играть до бесконечности, не разбудив его А вот на такие неумелые движения, как у детей, рано или поздно сработает. Они его заденут, либо вешая, либо снимая косточку. На то и расчет, иначе дети и половины костей бы не успевали повесить, как он все скинул. Купили за 1799, но бывает и дешевле. Ждем друзей 3-4х лет на игру., ",1
"Игре нашей именно в этой версии ровно 4 года!!! Не скажу, что играем регулярно или раз в месяц, но одна из любимых игр. На данный момент детям 12, 10 и 5 лет. Играем с 8-летнего возраста старшей. Она у нас грамотная и с ней всё по-взрослому. Средняя не сильна в русском и вот тут обстановка очень юморная и напряженная. Младшей позволяем говорить слова без всяких правил, лишь бы принимала участие в свое удовольствие. Все стремятся как можно быстрее передать ход. Т.к я аккуратистка, то придумала передавать не бомбочку, дабы дети её не уронили, а карточку со слогом. А бомбочку надежно ставим посередине стола. Работает до сих пор (только недавно пришла пора сменить батарейки)., ",1
"Игру давно нахваливают, поэтому купил. Похожа на Каркассон, но тут вы строите каждый свой город, города не пересекаются. То есть возможности подрезать и наподлить мало, разве что не дать сопернику выгодный ему тайл. Правила очень легкие, при этом игра мозголомная, приходится считать на ходу, сколько победный очков принесет тот или иной вариант хода. Игра есть на BGA, можете попробовать там бесплатно перед покупкой самой настолки.",1
"Игру решил купить старший сын (16 лет), играли вчетвером всей семьей (+ младший 9лет). Игра понравилась. Правила понятные, было интересно и детям, и взрослым. Сразу поняли, что необходимо продумать систему записи на игровых листочках, чтобы максимально точно фиксировать факты и предположения по мере их появления. У кого точно нет, или может не быть определенной карточки. На карточках лучше аккуратно делать записи карандашом, чтобы можно было использовать их повторно. Или сразу сделать копий. Конечно, если планируете играть периодически. Можно было бы на сайте производителя выложить ссылку на файл с карточками для распечатки. Качество карточек, поля и игровых фишек - высокое. Кубики специализированные, одна грань отведена под игровой значок, поэтому лучше их не терять. Игра будет полезна детям для развития внимательности, логики, навыков анализа., ",1
"Игрушка очень хорошая, полезная для развития детей. Минус и очень не приятное впечатление оставило то, что не хватает одного персонажа (щеночка), видно брак. Менять не стала, так как кто поверит, что это не я его потеряла. , ",1
"Игрушка по качеству минут на 30. Кубик сырный трескается и рвется, хвосты у мышей отрываются сразу",0
"Игрушка по качеству минут на 30. Кубик сырный трескается и рвется, хвосты у мышей отрываются сразу, ",0
"Игрушка по качеству минут на 30. Кубик сырный трескается и рвется, хвосты у мышей отрываются сразу, ",0
"Игрушка просто шок. На барабане намотана картинка с машинками, и машинка пластиковая на палке прикреплена к рулю. Всё. На этом все. И за это 3500р? Ребят, это не серьёзно! 2,5 года ребёнку уинтересно только рулём крутить, а 5 летнему ребёнку вообще не интересна. Вот и вся игрушка. Жаль потраченных денег. , ",0
"Идея игрушки супер! Но очень жаль потраченных денег. Купили ребенку подарок под ёлку на Новый год. На второй день сломалась, стал заподать один зуб и получалось так, что механизм срабатывал только на него. Отремонтировать не получилось. Игрушка отправилась на помойку.",0
"Идея игрушки супер! Но очень жаль потраченных денег. Купили ребенку подарок под ёлку на Новый год. На второй день сломалась, стал заподать один зуб и получалось так, что механизм срабатывал только на него. Отремонтировать не получилось. Игрушка отправилась на помойку., ",0
"Идея отличная. Что-то подобное было и в моем детстве. Единственное качество какое-то одноразовое.хлипкая конструкция. А так очень интересно... Сломалась моментально, ",0
"Идея отличная. Что-то подобное было и в моем детстве. Единственное качество какое-то одноразовое.хлипкая конструкция. А так очень интересно... Сломалась моментально, ",0
"Идея отличная. Что-то подобное было и в моем детстве. Единственное качество какое-то одноразовое.хлипкая конструкция. А так очень интересно... Сломалась моментально, ",0
"Из плюсов то, что игра интересная и компактная. Можно брать с собой в поездку. Карточки яркие. Ребёнку 6 лет очень понравилось.Минусы в коробке. Очень хлипкая крышка(( если ребёнок будет открывать и закрывать, на долго не хватит., ",1
"Изумительная игра! Интересная, непредсказуемая, достаточно быстрая, лёгкая и, главное, залипательная!)) Взрослые и дети 8 и 3 лет играют с удовольствием! Кто играл в ""зомби в доме"" - эта игра с тем же принципом, но проще. Мы подсели), ",1
"Имею 2 варианта игры ""Monopoly"". В путешествие приобрела дорожный вариант игры. РАЗОЧАРОВАНА!!! Производитель решил, что ""дорожная"" значит достаточно уменьшить игру до ""миниатюрных габаритов"". Было бы идеальным, если бы игровое поле-футляр представлял собой МАГНИТНУЮ мини-доску с металлическими фигурками. Фигурки - это вообще отдельная история! Пластиковые НЕУСТОЙЧИВЫЕ фигурки о-о-о-о-очень  маленького размера. Зачем??? Также производитель оставил право за потребителем самостоятельно наклеить на футляр  игровое поле. Это что за экономия???  Игра не проработанная, не функциональная!, ",0
"Имею 2 варианта игры ""Monopoly"". В путешествие приобрела дорожный вариант игры. РАЗОЧАРОВАНА!!! Производитель решил, что ""дорожная"" значит достаточно уменьшить игру до ""миниатюрных габаритов"". Было бы идеальным, если бы игровое поле-футляр представлял собой МАГНИТНУЮ мини-доску с металлическими фигурками. Фигурки - это вообще отдельная история! Пластиковые НЕУСТОЙЧИВЫЕ фигурки о-о-о-о-очень маленького размера. Зачем??? Также производитель оставил право за потребителем самостоятельно наклеить на футляр игровое поле. Это что за экономия??? Игра не проработанная, не функциональная!",0
"Инструкция бестолковая. Мы не фанаты настолок, но решили попробовать...господи, разбираться в правилах для неопытных было сущим кошмаром: как и что сдвигать, какие карты для каких режимов игры и т.д. в общем, задумка может и норм, но реализация на троечку.",0
"Инструкция к детской игре должна предполагать, что первокласник её прочитает и начнёт играть. Мы же с женой, имея 5 образований на двоих весь вечер читали инструкцию, но так ничего и не поняли. Инструкция не информативна , не учитывает возникающие нюансы.",0
"Инструкция к детской игре должна предполагать, что первокласник её прочитает и начнёт играть. Мы же с женой, имея 5 образований на двоих весь вечер читали инструкцию, но так ничего и не поняли. Инструкция не информативна , не учитывает возникающие нюансы., ",0
"Инструкция не понятная. Идея хорошая, а исполнение хромает, ",0
"Интересная задумка, но игра слишком простая для ребёнка 5 лет, а уж тем более 6! МОй 6-летний сын собирал ровно 5 минут. И игра одноразовая - то есть один раз собрал и больше не интересно, так так слишком просто. Думаю можно начинать в 3 года пробовать собирать. Для 4 лет может быть собрать на пару раз., ",0
"Интересная игра Здравствуйте, уважаемые читатели моих отзывов ! Сегодня у меня на обзоре карточная настольная игра под названием, ,Игра на вымирание "" от издательства GaGa Games. Суть игры заключается в том, чтобы спасти от вымирания как можно... Достоинства: Интересно, увлекательно, упаковка, быстрая доставка, несколько вариантов игры Недостатки: Нет",1
"Интересная игра, необычно. Пластик качественный. Но по приложенным правилам быстро надоедает. Поэтому мы с дочкой придумываем свои, чтобы разнообразить. Например, использовать игральный кубик. Или выбирать букву и называть слова на эту букву, на чьем слове овечка чихнет, тому балл. В общем включаем фантазию! Еще докупили бутылку готового раствора для мыльных пузырей, можно играть бесконечно, ",1
"Интересная игра. Долго разбирались в правилах первый раз, но это того стоит. Играем мы взрослые с детьми 6 и 8 лет, всем нравится. По времени не так долго, как классическая монополия. В среднем игра длится 30-40 мин. Качество всех деталей хорошее: прочный картон, металлические фигурки, толстый пластик. , ",1
"Интересная игрушка, хорошо провести время можно. Всем доброго времени суток. Эх, вот времена сейчас. Кругом один интернет. Смотришь на детей, да и взрослых, все с телефонами. Пойдём, говорят, погуляем, сядут на лавочки, уткнуться каждый в свой экран, гуляют они типа :-) Или ходим иногда в ТРЦ, парки, и везде сидят все, естественно там они... во всемирной паутине... А как же живое общение? Деградация полным ходом... Достоинства: Интересная игрушка. Недостатки: Не замечено.",1
"Интересная, веселая игра. Стала у детей 5,5 лет и 8 лет одной из любимых, ",1
"Интересная, но опечалены, что при вскрытие не оказалось желтых катапульт(, ",0
"Интересная, но опечалены, что при вскрытие не оказалось желтых катапульт(, ",0
"Интересно, но сделано на три. Неудобно открывать календарь, рвется сразу вся упаковка, ",0
"Интерсная развивающая игра. Можно собирать по инстуркции, можно просто катать машинки и возить в них грузы., ",1
"Искала игру что бы играть с пятилеткой. Но половина карточек либо сложна, либо вообще ребенок не знает значение нарисованного. Зачем тогда ставить такое возрастное ограничение? Написали бы 7+ и игру бы купили ребенку по возрасту! Ведьма, мумия, рубин, юрта, фараон, викинг, щелкунчик, гладиатор, шут, вампир, коралл, компас, банк... И так далее. Словарный запас не по возрасту., ",0
"К качеству исполнения игры вопросов нет, на высоте.
Но содержание а именно картинки, не понравились, мне показалось мрачным и где-то давящими на психику.
Не все картинки такие, но из 99 шт больше половины зубастые и мрачные, с синяками под глазами. Своему ребёнку однозначно не буду показывать. Были бы картинки добрее, может какието действия добрые были бы изображены. Посыл мне не понятен. Время все-же с ребёнком нужно проводить с пользой, здесь я её не вижу. , ",0
"К качеству исполнения игры вопросов нет, на высоте.
Но содержание а именно картинки, не понравились, мне показалось мрачным и где-то давящими на психику.
Не все картинки такие, но из 99 шт больше половины зубастые и мрачные, с синяками под глазами. Своему ребёнку однозначно не буду показывать. Были бы картинки добрее, может какието действия добрые были бы изображены. Посыл мне не понятен. Время все-же с ребёнком нужно проводить с пользой, здесь я её не вижу. , ",0
"К качеству исполнения игры вопросов нет, на высоте.
Но содержание а именно картинки, не понравились, мне показалось мрачным и где-то давящими на психику.
Не все картинки такие, но из 99 шт больше половины зубастые и мрачные, с синяками под глазами. Своему ребёнку однозначно не буду показывать. Были бы картинки добрее, может какието действия добрые были бы изображены. Посыл мне не понятен. Время все-же с ребёнком нужно проводить с пользой, здесь я её не вижу. , ",0
"К покупке однозначно не рекомендую.
Игра полностью деревянная  - сделана качественно - к этом без претензий.
Но у нас есть подобные игры с кирпичиками , их хотя бы вариант построить - у этой как положено строить не вариант ибо брёвнышки наровят скатиться и упасть во все стороны. Что бы построить приходиться класть боком на книгу ставить детали,потом накрывать второй и поднимать, но неловкое движение и опять начинается сборка сначала. По факту стоишь дольше,чем играешь. , ",1
"как же приятно держать в руках качественный товар! потрясающая игра. купила случайно, но она очень понравилась. плотный разворот, глянцевая поверхность,яркие цвета. по цветам количество не одинаковое. зелёных,например, больше всего. и если выложить их все , то они не поместятся на зелёной тарелочке. плюс ребёнку нравится ещё одно незапланированное использование игры. ""рамки"" мы не выкинули из под магнитов,и в конце игры мы вставляем магнитики обратно в рамочки.",1
"Как можно пропечатать книжку с заданиями с грубейшими ошибками! Ну не получается при наложении карточек нужная картинка машины. Теряется весь обучающий смысл игры, ребёнок видит , что не получается машинка и пропадает интерес. Один раз, другой, опять и опять- то же самое - ошибки в книжке с итоговыми машинками!!! Отвратительно, первый раз встречаюсь с таким в детских играх. Ориентировалась на отзывы на других сайтах, видимо все куплено, все положительные и сейчас понимаю - однотипные.Как же вам не стыдно, «уважаемый» производитель!!!!, ",0
"как обычно - не может быть все удачно, если совместить 3 игры., ",1
"Как человек с высшим образованием в радиоэлектронике, могу ответственно утверждать - качетсво негодное. Викторины из нашего детства делались с проводниками из фольги, кешированной на картон. Эта же ради снижения себестоимости сделана печатью графитовой краской. Слой краски микроскопический (сопротивление между точками порядка 2 кОм!) и малейшая трещинка = обрыв. А трещинки запросто возникнут из-за второго удешевления конструкции - игровое поле сделано в виде коробки из тонкого картона. Итог - ребенок случайно облокотился или чуть посильнее нажал, картон прогибается и трескается, тончайший слой краски - повреждается. Все. Поскольку краска сверху заклеена слоем бумаги, то и восстановить нельзя - так можно было бы подкрасить той же графитовой краской, но как идет проводник неясно, не видно на просвет и не угадывается по рельефу (слой микроскопический). Дешевка до первого случая., ",0
"Какой-то идиотизм с магнитами, которые в наборе лежат отдельно от букв и необходимо потратить время, чтобы в каждую букву и символ вставить соответствующий по размеру магнит. Хуже только, что они вообще не держатся нигде, кроме как примагниченными друг к другу. Пробовали на всех металлических поверхностях в доме и на специальной доске. Производитель может гордиться - это или самая трудозатратная в мире азбука или самый грандиозный произодственный  брак. Вернули, проще купить в два раза дороже, но качественный продукт., ",0
"Какой-то идиотизм с магнитами, которые в наборе лежат отдельно от букв и необходимо потратить время, чтобы в каждую букву и символ вставить соответствующий по размеру магнит. Хуже только, что они вообще не держатся нигде, кроме как примагниченными друг к другу. Пробовали на всех металлических поверхностях в доме и на специальной доске. Производитель может гордиться - это или самая трудозатратная в мире азбука или самый грандиозный произодственный  брак. Вернули, проще купить в два раза дороже, но качественный продукт., ",0
"Картинка продавца оказалась «чуточку» лучше! Мне достался спящий лев,места склейки бросается в глаза,на ощупь чувствуется перепад.Сильно пахнут лаком,цена завышена!!!",0
"Карточки не понравились. Очень много нечистой силы на изображениях. До этого играли с удовольствием у родных, изображения были интересными, без монстров, тыкв для хэллуина и т.д",0
"Карточки плотные, персонажей много, плюс усложняется тем, что некоторые персонажи повторяются, но в немного изменённом виде., ",1
